,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,MATERIAL:,,,,,,
,,,,,,,,,,,,,,,TODOS,,,,
,,,,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,CONTA:,,,,,,
,,,,,,,,,,,,,,,1 a 9999999999,,,,
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,SUBITEM:,,,,,,
,,,,,,,,,,,,,,,1 a 99,,,,
,,,,,,,INVENTÁRIO DE MATERIAIS - MATERIAL DE CONSUMO,,,,,,UORG:,,,,,,
,,,,,,,,,,,,,,,74691,,,,
,,,,,,,,,,,,,DATA BASE:,,,,,,
,,,,,,,,,,,,,,,17/10/2024,,,,
,,,,,,,,,,,QUANTIDADE SALDO,,,VALOR UNITARIO (R$),,,,VALOR TOTAL (R$),
,UORG / ITEM MATERIAL / UNIDADE FORNECIMENTO,,,,,,,,,,,,,,,,,,
CONTA: 115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,
SUBITEM: 14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,
74691 - 000424218 - MEDALHA EM BRONZE COMEMORATIVA - 00001 - UN,,,,,,,,,,,,19,," 1,80",,," 34,20",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,19,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,19,,,,,,,,,,
"74691 - 000503231 - CRONOMETRO DIGITAL RESISTENTE AGUA/REFERENCIA 4TM11, 365510 A , - 00001 ",,,,,,,,,,,,5,," 71,85",,," 359,25",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,5,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,5,,,,,,,,,,
"74691 - 000819808 - APITO EM PLáSTICO, PROFISSIONAL,  COM ARGOLA PARA FIXAçãO - 00001 - UN",,,,,,,,,,,,11,," 12,87",,," 141,57",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,11,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,11,,,,,,,,,,
"74691 - 000926469 - PRANCHETA TATICA,MAGNETICA PARA FUTSAL - 00001 - UN",,,,,,,,,,,,1,," 82,00",,," 82,00",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,1,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,1,,,,,,,,,,
74691 - 001044176 - CANELEIRA PARA FUTSAL - 00001 - UN,,,,,,,,,,,,3,," 9,50",,," 28,50",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,3,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,3,,,,,,,,,,
EMITIDO POR:,,,,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 17/10/2024 15:58:32,,,,,,,,,,,Página : 1/,,,86
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,MATERIAL:,,,,,,
,,,,,,,,,,,,,,,TODOS,,,,
,,,,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,CONTA:,,,,,,
,,,,,,,,,,,,,,,1 a 9999999999,,,,
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,SUBITEM:,,,,,,
,,,,,,,,,,,,,,,1 a 99,,,,
,,,,,,,INVENTÁRIO DE MATERIAIS - MATERIAL DE CONSUMO,,,,,,UORG:,,,,,,
,,,,,,,,,,,,,,,74691,,,,
,,,,,,,,,,,,,DATA BASE:,,,,,,
,,,,,,,,,,,,,,,17/10/2024,,,,
,,,,,,,,,,,QUANTIDADE SALDO,,,VALOR UNITARIO (R$),,,,VALOR TOTAL (R$),
,UORG / ITEM MATERIAL / UNIDADE FORNECIMENTO,,,,,,,,,,,,,,,,,,
CONTA: 115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,
SUBITEM: 14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,
74691 - 001052250 - BICO PARA BOMBA DE ENCHER BOLA - 00001 - UN,,,,,,,,,,,,4,," 2,49",,," 9,96",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,4,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,4,,,,,,,,,,
74691 - 001126377 - BOLA FUTEBOL DE CAMPO - 00001 - UN,,,,,,,,,,,,5,," 55,00",,," 275,00",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,5,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,5,,,,,,,,,,
"74691 - 001413546 - BOLA BOLA MEDICINAL, GINASTICA E TREINAMENTO SINTETICO 4KG - 00001 - UN",,,,,,,,,,,,1,," 74,40",,," 74,40",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,1,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,1,,,,,,,,,,
74691 - 001496891 - MEDALHA EM MEDALHA DE OURO - 00001 - UN,,,,,,,,,,,,146,," 1,80",,," 262,80",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,146,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,146,,,,,,,,,,
74691 - 001496913 - MEDALHA EM MEDALHA DE PRATA - 00001 - UN,,,,,,,,,,,,162,," 1,80",,," 291,60",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,162,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,162,,,,,,,,,,
EMITIDO POR:,,,,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 17/10/2024 15:58:32,,,,,,,,,,,Página : 2/,,,86
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,MATERIAL:,,,,,,
,,,,,,,,,,,,,,,TODOS,,,,
,,,,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,CONTA:,,,,,,
,,,,,,,,,,,,,,,1 a 9999999999,,,,
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,SUBITEM:,,,,,,
,,,,,,,,,,,,,,,1 a 99,,,,
,,,,,,,INVENTÁRIO DE MATERIAIS - MATERIAL DE CONSUMO,,,,,,UORG:,,,,,,
,,,,,,,,,,,,,,,74691,,,,
,,,,,,,,,,,,,DATA BASE:,,,,,,
,,,,,,,,,,,,,,,17/10/2024,,,,
,,,,,,,,,,,QUANTIDADE SALDO,,,VALOR UNITARIO (R$),,,,VALOR TOTAL (R$),
,UORG / ITEM MATERIAL / UNIDADE FORNECIMENTO,,,,,,,,,,,,,,,,,,
CONTA: 115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,
SUBITEM: 14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,
"74691 - 001738720 - REDE APLICACAO FUTEBOL DE CAMPO REDE ESPORTIVA, MATERIAL NAILON - 00001 ",,,,,,,,,,,,3,," 87,00",,," 261,00",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,3,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,3,,,,,,,,,,
74691 - 001977482 - REDE DE BASQUETE - 00001 - UN,,,,,,,,,,,,7,," 15,99",,," 111,93",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,7,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,7,,,,,,,,,,
74691 - 001977520 - REDE DE FUTSAL - 00001 - UN,,,,,,,,,,,,10,," 109,94",,," 1.099,40",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,10,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,10,,,,,,,,,,
"74691 - 001977717 - BOLA BASQUETE, CIRCUNFERÊNCIA 75 A 77CM. - 00001 - UN",,,,,,,,,,,,14,," 68,50",,," 959,00",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,14,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,14,,,,,,,,,,
74691 - 001977873 - BOLA DE HANDBALL FEMININA - 00001 - UN,,,,,,,,,,,,6,," 157,37",,," 944,22",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOXCAFI,,,,,,,6,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,6,,,,,,,,,,
EMITIDO POR:,,,,,078.691.994-94 - RICARDO EMANUEL FERREIRA SILVA em 17/10/2024 15:58:32,,,,,,,,,,,Página : 3/,,,86
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,MATERIAL:,,,,,,
,,,,,,,,,,,,,,,TODOS,,,,
,,,,,,,151911 - IFPE - CAMPUS AFOGADOS DA INGAZEIRA,,,,,,CONTA:,,,,,,
,,,,,,,,,,,,,,,1 a 9999999999,,,,
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,SUBITEM:,,,,,,
,,,,,,,,,,,,,,,1 a 99,,,,
,,,,,,,INVENTÁRIO DE MATERIAIS - MATERIAL DE CONSUMO,,,,,,UORG:,,,,,,
,,,,,,,,,,,,,,,74691,,,,
,,,,,,,,,,,,,DATA BASE:,,,,,,
,,,,,,,,,,,,,,,17/10/2024,,,,
,,,,,,,,,,,QUANTIDADE SALDO,,,VALOR UNITARIO (R$),,,,VALOR TOTAL (R$),
,UORG / ITEM MATERIAL / UNIDADE FORNECIMENTO,,,,,,,,,,,,,,,,,,
CONTA: 115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,
SUBITEM: 14 - MATERIAL EDUCATIVO E ESPORTIVO,,,,,,,,,,,,,,,,,,,
74691 - 001977881 - RAQUETE ESPORTIVA BADMINTON - 00001 - UN,,,,,,,,,,,,5,," 20,99",,," 104,95",,
