,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,MATERIAL:,,,,,,,
,,,,,,,,,,,,,,,TODOS,,,,,
,,,,,,,"158136 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,CONTA:,,,,,,,
,,,,,,,,,,,,,,,1 a 9999999999,,,,,
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,SUBITEM:,,,,,,,
,,,,,,,,,,,,,,,1 a 99,,,,,
,,,,,,,INVENTÁRIO DE MATERIAIS - MATERIAL DE CONSUMO,,,,,,UORG:,,,,,,,
,,,,,,,,,,,,,,,74669,,,,,
,,,,,,,,,,,,,DATA BASE:,,,,,,,
,,,,,,,,,,,,,,,30/10/2024,,,,,
,,,,,,,,,,,QUANTIDADE SALDO,,,VALOR UNITARIO (R$),,,,,VALOR TOTAL (R$),
,UORG / ITEM MATERIAL / UNIDADE FORNECIMENTO,,,,,,,,,,,,,,,,,,,
CONTA: 115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,,
SUBITEM: 07 - GENEROS DE ALIMENTACAO,,,,,,,,,,,,,,,,,,,,
74669 - 000049310 - ACUCAR CRISTAL - 00302 - PACOTE 1 KG,,,,,,,,,,,,183,," 4,24",,,," 777,00",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,,
,,,ALMOX02,,,,,,,183,,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,183,,,,,,,,,,,
74669 - 001085433 - AGUA AGUA MINERAL 20 LITROS. - 00226 - GALAO 20 L,,,,,,,,,,,,485,," 3,67",,,," 1.783,83",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,,
,,,ALMOX02,,,,,,,485,,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,485,,,,,,,,,,,
"74669 - 001793110 - CAFE EM PÓ, TORRADO E MOÍDO. EMBALADO A VÁCUO PACOTE COM 250 G. - ",,,,,,,,,,,,310,," 8,84",,,," 2.742,04",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,,
,,,ALMOX02,,,,,,,310,,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,310,,,,,,,,,,,
,,,,,,,,,,,,,,,," 5.302,87",,,,
TOTAL SUBITEM: 07 - GENEROS DE ALIMENTACAO (R$) ,,,,,,,,,,,,,,,,,,,,
SUBITEM: 16 - MATERIAL DE EXPEDIENTE,,,,,,,,,,,,,,,,,,,,
74669 - 000047449 - EXTRATOR DE GRAMPOS ACO CROMADO ESPATULA - 00001 - UN,,,,,,,,,,,,85,," 1,27",,,," 107,95",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,,
,,,ALMOX02,,,,,,,85,,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,85,,,,,,,,,,,
EMITIDO POR:,,,,,076.947.784-40 - JOHNMO MORENO DE MELO em 30/10/2024 15:38:03,,,,,,,,,,,,Página : 1/,,,59
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,MATERIAL:,,,,,,
,,,,,,,,,,,,,,,TODOS,,,,
,,,,,,,"158136 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,CONTA:,,,,,,
,,,,,,,,,,,,,,,1 a 9999999999,,,,
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,SUBITEM:,,,,,,
,,,,,,,,,,,,,,,1 a 99,,,,
,,,,,,,INVENTÁRIO DE MATERIAIS - MATERIAL DE CONSUMO,,,,,,UORG:,,,,,,
,,,,,,,,,,,,,,,74669,,,,
,,,,,,,,,,,,,DATA BASE:,,,,,,
,,,,,,,,,,,,,,,30/10/2024,,,,
,,,,,,,,,,,QUANTIDADE SALDO,,,VALOR UNITARIO (R$),,,,VALOR TOTAL (R$),
,UORG / ITEM MATERIAL / UNIDADE FORNECIMENTO,,,,,,,,,,,,,,,,,,
CONTA: 115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,
SUBITEM: 16 - MATERIAL DE EXPEDIENTE,,,,,,,,,,,,,,,,,,,
74669 - 000056570 - CANETA ESFEROGRAFICA MEDIA PRETA PLASTICO - 00001 - UN,,,,,,,,,,,,1.490,," 0,43",,," 640,70",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOX01,,,,,,,1.490,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,1.490,,,,,,,,,,
74669 - 000057053 - SACO PARA DOCUMENTO PLASTICO TRANSPARENTE 240X330MM SEM FUROS ,,,,,,,,,,,,165,," 3,60",,," 594,00",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOX01,,,,,,,165,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,165,,,,,,,,,,
74669 - 000058351 - COLCHETE PARA FIXAR PAPEL NUMERO 12 - 00001 - UN,,,,,,,,,,,,31,," 3,90",,," 120,90",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOX01,,,,,,,31,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,31,,,,,,,,,,
74669 - 000061786 - TINTA PARA CARIMBO NA COR AZUL A BASE AGUA - 00001 - UN,,,,,,,,,,,,21,," 1,25",,," 26,25",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOX02,,,,,,,21,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,21,,,,,,,,,,
74669 - 000061875 - TINTA PARA PINCEL ATOMICO NA COR AZUL - 00001 - UN,,,,,,,,,,,,70,," 0,78",,," 54,60",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOX01,,,,,,,70,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,70,,,,,,,,,,
EMITIDO POR:,,,,,076.947.784-40 - JOHNMO MORENO DE MELO em 30/10/2024 15:38:03,,,,,,,,,,,Página : 2/,,,59
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,MATERIAL:,,,,,,
,,,,,,,,,,,,,,,TODOS,,,,
,,,,,,,"158136 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,CONTA:,,,,,,
,,,,,,,,,,,,,,,1 a 9999999999,,,,
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,SUBITEM:,,,,,,
,,,,,,,,,,,,,,,1 a 99,,,,
,,,,,,,INVENTÁRIO DE MATERIAIS - MATERIAL DE CONSUMO,,,,,,UORG:,,,,,,
,,,,,,,,,,,,,,,74669,,,,
,,,,,,,,,,,,,DATA BASE:,,,,,,
,,,,,,,,,,,,,,,30/10/2024,,,,
,,,,,,,,,,,QUANTIDADE SALDO,,,VALOR UNITARIO (R$),,,,VALOR TOTAL (R$),
,UORG / ITEM MATERIAL / UNIDADE FORNECIMENTO,,,,,,,,,,,,,,,,,,
CONTA: 115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,
SUBITEM: 16 - MATERIAL DE EXPEDIENTE,,,,,,,,,,,,,,,,,,,
74669 - 000066567 - PASTA ARQUIVO CLASSIFICADOR CARTOLINA PLASTIFICADA TIPO TRILHO 240 X ,,,,,,,,,,,,49,," 1,08",,," 52,92",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOX01,,,,,,,49,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,49,,,,,,,,,,
74669 - 000068276 - TINTA PARA PINCEL ATOMICO NA COR PRETA - 00001 - UN,,,,,,,,,,,,67,," 2,57",,," 172,19",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOX01,,,,,,,67,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,67,,,,,,,,,,
74669 - 000068306 - TINTA PARA PINCEL ATOMICO NA COR VERMELHA - 00001 - UN,,,,,,,,,,,,72,," 2,58",,," 185,76",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOX01,,,,,,,72,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,72,,,,,,,,,,
"74669 - 000069698 - MINA DE GRAFITE DE 0,5 MM HB NA COR PRETA - 00001 - UN",,,,,,,,,,,,24,," 0,40",,," 9,60",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOX01,,,,,,,24,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,24,,,,,,,,,,
74669 - 000085103 - GRAMPO PARA GRAMPEADOR METAL NIQUELADO ETC. 23/6 - 00219 - CAIXA 5000 ,,,,,,,,,,,,204,," 12,00",,," 2.448,00",,
,,ENDEREÇO,,,,,,QUANTIDADE,,,,,,,,,,,
,,,ALMOX01,,,,,,,204,,,,,,,,,
,,,,LOTE,,,,,,,,,,,,,,,
,,,,,,Sem lote,,,204,,,,,,,,,,
EMITIDO POR:,,,,,076.947.784-40 - JOHNMO MORENO DE MELO em 30/10/2024 15:38:03,,,,,,,,,,,Página : 3/,,,59
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,MATERIAL:,,,,,,
,,,,,,,,,,,,,,,TODOS,,,,
,,,,,,,"158136 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,CONTA:,,,,,,
,,,,,,,,,,,,,,,1 a 9999999999,,,,
,,,,,,,"26418 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,,,,,SUBITEM:,,,,,,
,,,,,,,,,,,,,,,1 a 99,,,,
,,,,,,,INVENTÁRIO DE MATERIAIS - MATERIAL DE CONSUMO,,,,,,UORG:,,,,,,
,,,,,,,,,,,,,,,74669,,,,
,,,,,,,,,,,,,DATA BASE:,,,,,,
,,,,,,,,,,,,,,,30/10/2024,,,,
,,,,,,,,,,,QUANTIDADE SALDO,,,VALOR UNITARIO (R$),,,,VALOR TOTAL (R$),
,UORG / ITEM MATERIAL / UNIDADE FORNECIMENTO,,,,,,,,,,,,,,,,,,
CONTA: 115610100 - MATERIAIS DE CONSUMO,,,,,,,,,,,,,,,,,,,
SUBITEM: 16 - MATERIAL DE EXPEDIENTE,,,,,,,,,,,,,,,,,,,
